Date,Open,High,Low,Close,Volume
2011-06-30,6.982869794070018,8.312789011130672,6.982869794070018,8.077910423278809,168877608.0
2011-07-04,9.166602788478366,9.776017189025879,9.07138147623422,9.776017189025879,65893773.0
2011-07-05,10.404475294224458,10.753618894555146,10.121986975620873,10.490174293518066,114324249.0
2011-07-06,10.410824184205943,11.28368321678574,10.191815521588714,10.601265907287598,93890157.0
2011-07-07,10.50604432645321,10.782185044974364,10.340994837282757,10.661571502685547,67935051.0
2011-07-08,10.601265575255729,10.683790773388639,10.11246471393985,10.496521949768066,52519305.0
2011-07-11,10.4108229487713,10.671092818714897,10.318775445798295,10.420344352722168,39290199.0
2011-07-12,10.309254817049393,10.356865476968263,9.902979123017026,10.001374244689941,54181059.0
2011-07-13,9.782366220407344,9.934720523861124,9.687145802358831,9.899805068969727,50344572.0
2011-07-14,9.899805425770682,10.020418988823439,9.30943554343994,9.522096633911133,58141431.0
2011-07-15,9.458612423621894,9.579225940429248,9.24595232278633,9.461785316467285,41840430.0
2011-07-18,9.4554405095006,10.347342319274144,9.430047372597231,10.169597625732422,94097784.0
2011-07-19,9.871237597672803,9.979155024392186,9.490354164718038,9.537964820861816,48257130.0
2011-07-20,9.680796267930006,9.918848650061035,9.550661316829515,9.649056434631348,33051855.0
2011-07-21,9.537965284411884,9.553835201198519,9.20786629314144,9.255476951599121,30219381.0
2011-07-22,9.268173059134456,9.395134221959848,9.1443866064531,9.33165454864502,18431013.0
2011-07-25,9.20786532653877,9.252301270496204,8.72858589863468,8.77937126159668,25718634.0
2011-07-26,8.785718335675917,8.982508540481028,8.671452411010115,8.893635749816895,16405002.0
2011-07-27,8.855548063144571,9.303086758736308,8.696846185507614,9.268171310424805,29752701.0
2011-07-28,9.077729416095808,9.10946924611416,8.858721683056608,9.014248847961426,17297838.0
2011-07-29,9.017425592692284,9.268173212344074,8.89046351967025,8.941248893737793,15367482.0
2011-08-01,8.906332199388842,9.38878450980013,8.887287575192197,9.239604949951172,24937584.0
2011-08-02,9.096774937462206,10.144204868997491,8.953942964004371,9.72523307800293,52124763.0
2011-08-03,9.585575575552799,10.15690169308143,9.53161821867329,9.703015327453613,39845946.0
2011-08-04,9.617314790815058,9.801407968725279,9.411002280822265,9.49987506866455,25972845.0
2011-08-05,9.055512783760484,9.318956486204161,8.887288580682329,9.087252616882324,21927954.0
2011-08-08,8.887289049380742,8.887289049380742,8.189002694798566,8.328659057617188,27171180.0
2011-08-09,7.94460072227272,8.474663701789332,7.6398930822034705,8.395312309265137,26994807.0
2011-08-10,8.566710300047983,8.703194658865693,8.385790904964296,8.395312309265137,22069893.0
2011-08-11,7.95095032223005,8.42705511019358,7.95095032223005,8.408010482788086,15677883.0
2011-08-12,8.490534354446227,8.852374084136576,8.461968322867397,8.531797409057617,20497539.0
2011-08-15,8.569885946241929,9.25230236633037,8.569885946241929,9.030119895935059,35023263.0
2011-08-16,8.982510805696998,8.982510805696998,8.728587574524445,8.76350212097168,20099709.0
2011-08-17,8.72858637767803,8.941247429215748,8.703195056950026,8.820633888244629,11369121.0
2011-08-18,8.830154352014173,8.884113513592121,8.477836987576588,8.506403923034668,14098272.0
2011-08-19,8.252481888230209,8.3699216312526,8.150913877885532,8.287396430969238,11550630.0
2011-08-22,8.287396280866323,8.449271968726476,8.22074190637017,8.35087776184082,10354698.0
2011-08-23,8.363574123260959,8.496883798760008,8.141392541559707,8.452446937561035,16995606.0
2011-08-24,8.442923160677946,8.45244547329925,8.138216421577932,8.169957160949707,23717148.0
2011-08-25,8.109650253811909,8.290569650049456,7.954123085400604,8.239785194396973,18074340.0
2011-08-26,8.1921759003507,8.398487535799026,8.150913754880584,8.277873992919922,15970962.0
2011-08-29,8.258830365123519,8.268352678212091,8.125520706176758,8.125520706176758,10438410.0
2011-08-30,8.173132773104868,8.411185192788485,8.128695909759537,8.163610458374023,16362192.0
2011-08-31,8.150914109589237,8.150914109589237,7.7224190876072925,7.865251064300537,16344885.0
