Date,Open,High,Low,Close,Volume
2005-01-07,0.9747319527501616,1.0477088922513156,0.9419295785016083,1.041990876197815,5402241600
2005-01-14,1.0507178088826967,1.1197830544969816,0.9524623626537994,1.056284785270691,11192098400
2005-01-21,1.0510185162977788,1.077350545579608,1.0194202195362216,1.0606489181518555,3584610400
2005-01-28,1.0680216470199495,1.113161563873291,1.0615511755677343,1.113161563873291,3848196800
2005-02-04,1.1221906983959187,1.2023888854573104,1.1211373982105346,1.1862894296646118,4674762400
2005-02-11,1.1876433353341396,1.2336871916189733,1.1534882838979952,1.2219510078430176,4900005600
2005-02-18,1.2448215219365655,1.3674530647912477,1.234590367003019,1.3062132596969604,7904652000
2005-02-25,1.2985389590995016,1.3528575405383358,1.2833422422409058,1.3390141725540161,4999013600
2005-03-04,1.3445816780607556,1.3584251502551201,1.2404582534528872,1.2883074283599854,3746232000
2005-03-11,1.2880050417359277,1.301547665381797,1.1685345573914883,1.2118687629699707,4204488400
2005-03-18,1.2193926562693989,1.3072668276901132,1.1892993744626916,1.2928217649459839,3553877600
2005-03-25,1.3027516029567168,1.3232154176076174,1.2645325603625668,1.2789775133132935,2055071200
2005-04-01,1.2865010823371814,1.2928207799165847,1.2208973382883281,1.2305268049240112,2409145200
2005-04-08,1.2335368750086455,1.3376606573417569,1.208559021121925,1.3162943124771118,2708017200
2005-04-15,1.3286326997363107,1.3316416263382262,1.0617023175508065,1.0638089179992676,7655950400
2005-04-22,1.0532757129286965,1.135732277466295,1.0231823363768755,1.0683221817016602,4952673600
2005-04-29,1.0981152553504117,1.128811147025138,1.0598963394926957,1.0851750373840332,3417593200
2005-05-06,1.0896889999253716,1.1233940007368548,1.0839718885605818,1.1206858158111572,2124449600
2005-05-13,1.1218895629196424,1.1270050888142662,0.99639912202068,1.0463550090789795,4510895200
2005-05-20,1.0400351302099755,1.133926797040544,1.0391318996535286,1.1300145387649536,2945174400
2005-05-27,1.1390431486861556,1.2320318205363234,1.1390431486861556,1.2205960750579834,2873570000
2005-06-03,1.2236060006605312,1.2266144569784991,1.1366358150616611,1.150779128074646,2188860800
2005-06-10,1.1534879583920161,1.1625157418891017,1.0689241331326569,1.0776519775390625,3030426000
2005-06-17,1.0800596893188026,1.1598072844891183,1.075846049695889,1.1528851985931396,2490762400
2005-06-24,1.139042653394664,1.1971233730910364,1.124898329253129,1.1363341808319092,2204132000
2005-07-01,1.1086478679716743,1.146565763819818,1.0869808215592225,1.0984160900115967,2067220400
2005-07-08,1.0999207418869739,1.1519827468575436,1.0984158268252548,1.1510794162750244,1523354000
2005-07-15,1.1546916124452276,1.2642318231311622,1.1369366810465675,1.2503892183303833,4244405200
2005-07-22,1.246175975364938,1.3253218336189723,1.235944282503629,1.324118733406067,2416125600
2005-07-29,1.32381734924353,1.3355541921627523,1.2717559983797995,1.2834919691085815,1660360800
2005-08-05,1.2810837607899768,1.3090710860821893,1.264532512408546,1.293723464012146,1380682800
2005-08-12,1.294024770802226,1.390925507173086,1.2822886996252025,1.387314796447754,2106188000
2005-08-19,1.3987502581968345,1.4544230756634982,1.3767824442856382,1.3791897296905518,2943203200
2005-08-26,1.3888193472059878,1.4180102488324438,1.3620366362841656,1.3764806985855103,1792719600
2005-09-02,1.362337491084533,1.4195152165933234,1.3620366486502449,1.3909263610839844,1756759200
2005-09-09,1.4053713353080677,1.5453066224098297,1.4008573919459049,1.5441025495529175,3099975200
2005-09-16,1.5377827249946476,1.553732695197973,1.4845176753997589,1.5410938262939453,2426267200
2005-09-23,1.5362780543312993,1.619336960919631,1.5362780543312993,1.6009794473648071,3060492400
2005-09-30,1.6259573924615611,1.64190646182496,1.5224348863250257,1.6133182048797607,3182289600
2005-10-07,1.629869451365831,1.6656806703572942,1.5212312514076016,1.5438016653060913,3093202000
2005-10-14,1.5576443746903152,1.6355868018247817,1.44058061230062,1.6250540018081665,7332004400
2005-10-21,1.624452679247374,1.714733487561373,1.5410933766696489,1.6750097274780273,4389593600
2005-10-28,1.6626710353580727,1.73218710801262,1.6301701628330423,1.6391979455947876,2887802400
2005-11-04,1.66116699970492,1.8754323314299883,1.647624369451505,1.8402239084243774,4310009200
2005-11-11,1.8311956115138626,1.8691130459774679,1.7758234409618254,1.8519597053527832,2756320000
2005-11-18,1.8519592342480313,1.9825652357990249,1.8330004422459638,1.9428423643112183,2892456000
2005-11-25,1.9506674758687315,2.0927084796202786,1.9175641553171021,2.0866904258728027,1932859600
2005-12-02,2.1282190940612438,2.1890085169762767,2.026803825340915,2.1856987476348877,4214282800
2005-12-09,2.1652348515815953,2.2519044480027293,2.1513914774999794,2.2368578910827637,3466047200
2005-12-16,2.2531084301071,2.270863287702811,2.1146777228018356,2.139955759048462,3701860400
2005-12-23,2.1399560456130793,2.241671452951649,2.1378494454099912,2.2073662281036377,2084608400
2005-12-30,2.226926333503008,2.2624367905417695,2.1167843447911268,2.1634294986724854,2102993200
2006-01-06,2.1781753015433503,2.3081791004273766,2.174263043100358,2.2961413860321045,2580718000
2006-01-13,2.3090812839322927,2.600087172587436,2.279288747528639,2.575711250305176,6505819600
2006-01-20,2.579020968455657,2.599484881425897,2.2819966357451285,2.289821147918701,4866867600
2006-01-27,2.2901227636082004,2.394247195733784,2.139655700735145,2.167642593383789,5613022800
2006-02-03,2.141761387317588,2.3051691315945133,2.1327327002704983,2.1622252464294434,4232575200
2006-02-10,2.167340755503986,2.1820865517985064,1.8928878651909657,2.0256006717681885,6903954400
2006-02-17,2.005137062667474,2.1369459941078026,1.9452504203622267,2.11527943611145,4728382400
2006-02-24,2.1243065290542598,2.1968334718821563,2.046364296008114,2.15048885345459,3149507200
2006-03-03,2.166437473817138,2.178776266273137,2.0322207692530228,2.037937879562378,4184980800
2006-03-10,2.0370366372402433,2.037939064481845,1.8793458377131411,1.9016156196594238,4281242000
2006-03-17,1.9575881253399618,2.0475683883972935,1.9293009783206956,1.9458526372909546,3956884400
2006-03-24,1.9627057635075502,1.969927793246777,1.7764251490525123,1.804412841796875,5796509600
2006-03-31,1.8161478259194959,1.91425375555671,1.735498266780701,1.8874702453613281,7031236800
2006-04-07,1.9160597879090715,2.1682430938867143,1.8372140423541015,2.1002321243286133,8190131600
